question_id,db_id,question,gold_sql,JOIN,GROUP_BY,HAVING,categories,category_signature,parse_error
84,california_schools,What are the two most common first names among the school administrators? Indicate the district to which they administer.,"SELECT DISTINCT T1.AdmFName1, T1.District FROM schools AS T1 INNER JOIN ( SELECT admfname1 FROM schools GROUP BY admfname1 ORDER BY COUNT(admfname1) DESC LIMIT 2 ) AS T2 ON T1.AdmFName1 = T2.admfname1",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
85,california_schools,What is the Percent (%) Eligible Free (K-12) in the school administered by an administrator whose first name is Alusine. List the district code of the school.,"SELECT T1.`Free Meal Count (K-12)` * 100 / T1.`Enrollment (K-12)`, T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.AdmFName1 = 'Alusine'",True,False,False,['JOIN'],JOIN,
86,california_schools,"What is the administrator's last name that oversees the school with Charter number 40? Indicate the district, the county where the school is situated, and the name of the school.","SELECT AdmLName1, District, County, School FROM schools WHERE CharterNum = '0040'",False,False,False,[],NONE,
87,california_schools,"What are the valid e-mail addresses of the administrator of the school located in the San Bernardino county, City of San Bernardino City Unified that opened between 1/1/2009 to 12/31/2010 whose school types are public Intermediate/Middle Schools and Unified Schools?","SELECT T2.AdmEmail1, T2.AdmEmail2 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'San Bernardino' AND T2.City = 'San Bernardino' AND T2.DOC = 54 AND strftime('%Y', T2.OpenDate) BETWEEN '2009' AND '2010' AND T2.SOC = 62",True,False,False,['JOIN'],JOIN,
88,california_schools,What is the administrator's email address for the school with the highest number of test takers who received SAT scores of at least 1500?Provide the name of the school.,"SELECT T2.AdmEmail1, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
89,financial,How many accounts who choose issuance after transaction are staying in East Bohemia region?,SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE T1.A3 = 'east Bohemia' AND T2.frequency = 'POPLATEK PO OBRATU',True,False,False,['JOIN'],JOIN,
90,financial,How many accounts who have region in Prague are eligible for loans?,SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T1.district_id = T3.district_id WHERE T3.A3 = 'Prague',True,False,False,['JOIN'],JOIN,
91,financial,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?","SELECT DISTINCT IIF(AVG(A13) > AVG(A12), '1996', '1995') FROM district",False,False,False,[],NONE,
92,financial,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,SELECT COUNT(DISTINCT T2.district_id)  FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' AND T2.A11 BETWEEN 6000 AND 10000,True,False,False,['JOIN'],JOIN,
93,financial,How many male customers who are living in North Bohemia have average salary greater than 8000?,SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'M' AND T2.A3 = 'north Bohemia' AND T2.A11 > 8000,True,False,False,['JOIN'],JOIN,
94,financial,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary?","SELECT T1.account_id , ( SELECT MAX(A11) - MIN(A11) FROM district ) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T1.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T2.district_id = ( SELECT district_id FROM client WHERE gender = 'F' ORDER BY birth_date ASC LIMIT 1 ) ORDER BY T2.A11 DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
95,financial,List out the account numbers of clients who are youngest and have highest average salary?,"SELECT T1.account_id  FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id INNER JOIN client AS T3 ON T2.client_id = T3.client_id INNER JOIN district AS T4 on T4.district_id = T1.district_id WHERE T2.client_id = ( SELECT client_id FROM client ORDER BY birth_date DESC LIMIT 1) GROUP BY T4.A11, T1.account_id",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
96,financial,How many customers who choose statement of weekly issuance are Owner?,SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T2.type = 'OWNER' AND T1.frequency = 'POPLATEK TYDNE',True,False,False,['JOIN'],JOIN,
97,financial,List out the id number of client who choose statement of issuance after transaction are Disponent?,SELECT T2.client_id FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T1.frequency = 'POPLATEK PO OBRATU' AND T2.type = 'DISPONENT',True,False,False,['JOIN'],JOIN,
98,financial,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement.","SELECT T2.account_id FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T1.date) = '1997' AND T2.frequency = 'POPLATEK TYDNE' ORDER BY T1.amount LIMIT 1",True,False,False,['JOIN'],JOIN,
99,financial,"Among the accounts who have loan validity more than 12 months, list out the accounts that have the highest approved amount and have account opening date in 1993.","SELECT T1.account_id FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T2.date) = '1993' AND T1.duration > 12 ORDER BY T1.amount DESC LIMIT 1",True,False,False,['JOIN'],JOIN,
100,financial,"Among the account opened, how many female customers who were born before 1950 and stayed in Sokolov?","SELECT COUNT(T2.client_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T2.gender = 'F' AND STRFTIME('%Y', T2.birth_date) < '1950' AND T1.A2 = 'Sokolov'",True,False,False,['JOIN'],JOIN,
101,financial,List out the accounts who have the earliest trading date in 1995 ?,"SELECT account_id FROM trans WHERE STRFTIME('%Y', date) = '1995' ORDER BY date ASC LIMIT 1",False,False,False,[],NONE,
102,financial,State different accounts who have account opening date before 1997 and own an amount of money greater than 3000USD,"SELECT DISTINCT T2.account_id FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T2.date) < '1997' AND T1.amount > 3000",True,False,False,['JOIN'],JOIN,
103,financial,"Which client issued his/her card in 1994/3/3, give his/her client id.",SELECT T2.client_id FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T2.disp_id = T3.disp_id WHERE T3.issued = '1994-03-03',True,False,False,['JOIN'],JOIN,
104,financial,"The transaction of 840 USD happened in 1998/10/14, when was this account opened?",SELECT T1.date FROM account AS T1 INNER JOIN trans AS T2 ON T1.account_id = T2.account_id WHERE T2.amount = 840 AND T2.date = '1998-10-14',True,False,False,['JOIN'],JOIN,
105,financial,"There was a loan approved in 1994/8/25, where was that account opened, give the district Id of the branch.",SELECT T1.district_id FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.date = '1994-08-25',True,False,False,['JOIN'],JOIN,
106,financial,What is the biggest amount of transaction that the client whose card was opened in 1996/10/21 made?,SELECT T4.amount FROM card AS T1 JOIN disp AS T2 ON T1.disp_id = T2.disp_id JOIN account AS T3 on T2.account_id = T3.account_id JOIN trans AS T4 on T3.account_id = T4.account_id WHERE T1.issued = '1996-10-21' ORDER BY T4.amount DESC LIMIT 1,True,False,False,['JOIN'],JOIN,
107,financial,What is the gender of the oldest client who opened his/her account in the highest average salary branch?,"SELECT T2.gender FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id ORDER BY T1.A11 DESC, T2.birth_date ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
108,financial,"For the client who applied the biggest loan, what was his/her first amount of transaction after opened the account?","SELECT T3.amount FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id ORDER BY T1.amount DESC, T3.date ASC LIMIT 1",True,False,False,['JOIN'],JOIN,
109,financial,How many clients opened their accounts in Jesenik branch were women?,SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' AND T2.A2 = 'Jesenik',True,False,False,['JOIN'],JOIN,
110,financial,What is the disposition id of the client who made 5100 USD transaction in 1998/9/2?,SELECT T1.disp_id FROM disp AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.date='1997-08-20' AND T3.amount = 5100,True,False,False,['JOIN'],JOIN,
111,financial,How many accounts were opened in Litomerice in 1996?,"SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T2.date) = '1996' AND T1.A2 = 'Litomerice'",True,False,False,['JOIN'],JOIN,
112,financial,"For the female client who was born in 1976/1/29, which district did she opened her account?",SELECT T1.A2 FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T2.birth_date = '1976-01-29' AND T2.gender = 'F',True,False,False,['JOIN'],JOIN,
113,financial,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",SELECT T4.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,True,False,False,['JOIN'],JOIN,
114,financial,"For the first client who opened his/her account in Prague, what is his/her account ID?",SELECT T1.account_id FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'Prague' ORDER BY T1.date ASC LIMIT 1,True,False,False,['JOIN'],JOIN,
115,financial,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1,True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
116,financial,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?","SELECT CAST((SUM(IIF(T3.date = '1998-12-27', T3.balance, 0)) - SUM(IIF(T3.date = '1993-03-22', T3.balance, 0))) AS REAL) * 100 / SUM(IIF(T3.date = '1993-03-22', T3.balance, 0)) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T3.account_id = T2.account_id WHERE T1.date = '1993-07-05'",True,False,False,['JOIN'],JOIN,
117,financial,What is the percentage of loan amount that has been fully paid with no issue.,SELECT (CAST(SUM(CASE WHEN status = 'A' THEN amount ELSE 0 END) AS REAL) * 100) / SUM(amount) FROM loan,False,False,False,[],NONE,
118,financial,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue.",SELECT CAST(SUM(status = 'C') AS REAL) * 100 / COUNT(account_id) FROM loan WHERE amount < 100000,False,False,False,[],NONE,
119,financial,"For accounts in 1993 with statement issued after transaction, list the account ID, district name and district region.","SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.frequency = 'POPLATEK PO OBRATU' AND STRFTIME('%Y', T1.date)= '1993'",True,False,False,['JOIN'],JOIN,
120,financial,"From Year 1995 to 2000, who are the accounts holders from 'east Bohemia'. State the account ID the frequency of statement issuance.","SELECT T1.account_id, T1.frequency FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'east Bohemia' AND STRFTIME('%Y', T1.date) BETWEEN '1995' AND '2000'",True,False,False,['JOIN'],JOIN,
121,financial,List account ID and account opening date for accounts from 'Prachatice'.,"SELECT T1.account_id, T1.date FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A2 = 'Prachatice'",True,False,False,['JOIN'],JOIN,
122,financial,State the district and region for loan ID '4990'.,"SELECT T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.loan_id = 4990",True,False,False,['JOIN'],JOIN,
123,financial,"Provide the account ID, district and region for loan amount greater than USD300,000.","SELECT T1.account_id, T2.A2, T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.amount > 300000",True,False,False,['JOIN'],JOIN,
124,financial,"List the loan ID, district and average salary for loan with duration of 60 months.","SELECT T3.loan_id, T2.A2, T2.A11 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.duration = 60",True,False,False,['JOIN'],JOIN,
125,financial,"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996.",SELECT CAST((T3.A13 - T3.A12) AS REAL) * 100 / T3.A12 FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.status = 'D',True,False,False,['JOIN'],JOIN,
126,financial,Calculate the percentage of account from 'Decin' district for all accounts are opened in 1993.,"SELECT CAST(SUM(T1.A2 = 'Decin') AS REAL) * 100 / COUNT(account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T2.date) = '1993'",True,False,False,['JOIN'],JOIN,
127,financial,List the account IDs with monthly issuance of statements.,SELECT account_id FROM account WHERE Frequency = 'POPLATEK MESICNE',False,False,False,[],NONE,
128,financial,"List the top nine districts, by descending order, from the highest to the lowest, the number of female account holders.","SELECT T2.A2, COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' GROUP BY T2.district_id, T2.A2 ORDER BY COUNT(T1.client_id) DESC LIMIT 9",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
129,financial,Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?,SELECT DISTINCT T1.A2 FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'VYDAJ' AND T3.date LIKE '1996-01%' ORDER BY A2 ASC LIMIT 10,True,False,False,['JOIN'],JOIN,
130,financial,How many of the account holders in South Bohemia still do not own credit cards?,SELECT COUNT(T3.account_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.client_id = T3.client_id WHERE T1.A3 = 'south Bohemia' AND T3.type != 'OWNER',True,False,False,['JOIN'],JOIN,
131,financial,Which district has highest active loan?,"SELECT T2.A3 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN loan AS T3 ON T1.account_id = T3.account_id WHERE T3.status IN ('C', 'D') GROUP BY T2.A3 ORDER BY SUM(T3.amount) DESC LIMIT 1",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
